Data;Localidade;Natureza;target
02/02/2019;2;2019;26600,91927
03/02/2019;2;2019;24850,30703
04/02/2019;2;2019;28599,59354
05/02/2019;2;2019;26586,10142
06/02/2019;2;2019;25653,07538
07/02/2019;2;2019;25953,57244
08/02/2019;2;2019;24753,00034
09/02/2019;2;2019;23732,29406
10/02/2019;2;2019;21683,07343
11/02/2019;2;2019;26190,48122
12/02/2019;2;2019;26970,0502
13/02/2019;2;2019;26729,74754
14/02/2019;2;2019;25626,06457
15/02/2019;2;2019;26190,41983
16/02/2019;2;2019;26450,20779
17/02/2019;2;2019;22617,00435
18/02/2019;2;2019;26410,64909
19/02/2019;2;2019;26620,02601
20/02/2019;2;2019;27145,44912
21/02/2019;2;2019;26217,37433
22/02/2019;2;2019;28275,13226
23/02/2019;2;2019;28028,21869
24/02/2019;2;2019;26517,69514
25/02/2019;2;2019;29639,04432
26/02/2019;2;2019;29467,26617
27/02/2019;2;2019;30606,47706
28/02/2019;2;2019;30532,4844
01/03/2019;2;2019;29367,37753
02/03/2019;2;2019;26448,07656
03/03/2019;2;2019;24298,41263
04/03/2019;2;2019;24607,24245
05/03/2019;2;2019;23606,25277
06/03/2019;2;2019;25292,29649
07/03/2019;2;2019;27762,21896
08/03/2019;2;2019;27534,14498
09/03/2019;2;2019;25989,25121
10/03/2019;2;2019;24535,17342
11/03/2019;2;2019;28102,31159
12/03/2019;2;2019;28653,7757
13/03/2019;2;2019;28766,54431
14/03/2019;2;2019;29032,51747
15/03/2019;2;2019;28228,83365
16/03/2019;2;2019;25309,74161
17/03/2019;2;2019;23559,63048
18/03/2019;2;2019;27770,37926
19/03/2019;2;2019;28616,36964
20/03/2019;2;2019;28218,48755
21/03/2019;2;2019;26233,76684
22/03/2019;2;2019;23879,29647
23/03/2019;2;2019;22829,45178
24/03/2019;2;2019;21760,68422
25/03/2019;2;2019;24421,1758
26/03/2019;2;2019;26136,9388
27/03/2019;2;2019;26630,89632
28/03/2019;2;2019;25979,98526
29/03/2019;2;2019;24368,38067
30/03/2019;2;2019;22732,03681
31/03/2019;2;2019;21901,09799
01/04/2019;2;2019;24757,23275
02/04/2019;2;2019;24559,59043
03/04/2019;2;2019;24677,61257
04/04/2019;2;2019;25928,71022
05/04/2019;2;2019;26901,95387
06/04/2019;2;2019;25982,23221
07/04/2019;2;2019;24143,30362
08/04/2019;2;2019;28111,97622
09/04/2019;2;2019;27856,00831
10/04/2019;2;2019;24997,33004
11/04/2019;2;2019;24634,83245
12/04/2019;2;2019;24915,66506
13/04/2019;2;2019;23542,30029
14/04/2019;2;2019;21781,74989
15/04/2019;2;2019;24446,27924
16/04/2019;2;2019;23880,35055
17/04/2019;2;2019;23970,26132
18/04/2019;2;2019;24211,74278
19/04/2019;2;2019;22314,74045
20/04/2019;2;2019;23458,31393
21/04/2019;2;2019;22937,59577
22/04/2019;2;2019;26197,4457
23/04/2019;2;2019;26365,7791
24/04/2019;2;2019;25830,79401
25/04/2019;2;2019;25129,92765
26/04/2019;2;2019;24978,83065
27/04/2019;2;2019;24102,3383
28/04/2019;2;2019;23503,26167
29/04/2019;2;2019;24900,83309
30/04/2019;2;2019;25335,82348
01/05/2019;2;2019;22300,91995
02/05/2019;2;2019;25222,36937
03/05/2019;2;2019;25013,38134
04/05/2019;2;2019;23544,73229
05/05/2019;2;2019;21872,28422
06/05/2019;2;2019;24734,39735
07/05/2019;2;2019;25946,49868
08/05/2019;2;2019;24474,84423
09/05/2019;2;2019;23194,48721
10/05/2019;2;2019;23624,96993
11/05/2019;2;2019;22571,20583
12/05/2019;2;2019;21425,15747
13/05/2019;2;2019;23835,88874
14/05/2019;2;2019;24292,59846
15/05/2019;2;2019;24664,48988
16/05/2019;2;2019;22855,92227
17/05/2019;2;2019;21749,10391
18/05/2019;2;2019;19106,25556
19/05/2019;2;2019;19540,55333
20/05/2019;2;2019;22502,18344
21/05/2019;2;2019;22642,24514
22/05/2019;2;2019;24260,92032
23/05/2019;2;2019;25104,51206
24/05/2019;2;2019;25967,12286
25/05/2019;2;2019;24377,40489
26/05/2019;2;2019;21797,7023
27/05/2019;2;2019;23107,29349
28/05/2019;2;2019;24779,39145
29/05/2019;2;2019;24948,74335
30/05/2019;2;2019;25842,35395
31/05/2019;2;2019;26148,37845
01/06/2019;2;2019;24368,81678
02/06/2019;2;2019;22258,89803
03/06/2019;2;2019;25240,82906
04/06/2019;2;2019;24746,8229
05/06/2019;2;2019;22039,14275
06/06/2019;2;2019;21735,79666
07/06/2019;2;2019;21951,22392
08/06/2019;2;2019;21304,13309
09/06/2019;2;2019;19115,0838
10/06/2019;2;2019;21326,03841
11/06/2019;2;2019;21715,33773
12/06/2019;2;2019;22943,59089
13/06/2019;2;2019;22867,38385
14/06/2019;2;2019;22977,36154
15/06/2019;2;2019;22475,33102
16/06/2019;2;2019;19910,40995
17/06/2019;2;2019;22172,79523
18/06/2019;2;2019;22867,83314
19/06/2019;2;2019;25223,31514
20/06/2019;2;2019;23117,39138
21/06/2019;2;2019;23277,0779
22/06/2019;2;2019;21866,7146
23/06/2019;2;2019;20278,95386
24/06/2019;2;2019;23072,84771
25/06/2019;2;2019;23137,63371
26/06/2019;2;2019;23733,99064
27/06/2019;2;2019;24642,27758
28/06/2019;2;2019;25057,29305
29/06/2019;2;2019;22844,03405
30/06/2019;2;2019;20590,78163
01/07/2019;2;2019;24501,9257
02/07/2019;2;2019;25737,40139
03/07/2019;2;2019;25711,99655
04/07/2019;2;2019;25799,69382
05/07/2019;2;2019;25327,81693
06/07/2019;2;2019;22427,23507
07/07/2019;2;2019;18591,24852
08/07/2019;2;2019;21039,06803
09/07/2019;2;2019;21353,44661
10/07/2019;2;2019;22031,52635
11/07/2019;2;2019;21715,33769
12/07/2019;2;2019;21685,79303
13/07/2019;2;2019;20993,05124
14/07/2019;2;2019;20376,1993
15/07/2019;2;2019;23675,93053
16/07/2019;2;2019;23183,53621
17/07/2019;2;2019;22616,05962
18/07/2019;2;2019;22059,35523
19/07/2019;2;2019;21158,11616
20/07/2019;2;2019;18939,94502
21/07/2019;2;2019;17579,1962
22/07/2019;2;2019;19653,68062
23/07/2019;2;2019;19785,24403
24/07/2019;2;2019;20852,91512
25/07/2019;2;2019;21959,54322
26/07/2019;2;2019;22147,31774
27/07/2019;2;2019;21082,99502
28/07/2019;2;2019;19693,29743
29/07/2019;2;2019;21837,4324
30/07/2019;2;2019;21537,89159
31/07/2019;2;2019;22272,48949
01/08/2019;2;2019;22837,974
02/08/2019;2;2019;23115,162
03/08/2019;2;2019;21090,4875
04/08/2019;2;2019;18679,9155
05/08/2019;2;2019;20530,56225
06/08/2019;2;2019;20606,14125
07/08/2019;2;2019;20261,80275
08/08/2019;2;2019;21049,8045
09/08/2019;2;2019;21223,9005
10/08/2019;2;2019;20512,0695
11/08/2019;2;2019;20242,761
12/08/2019;2;2019;22354,725
13/08/2019;2;2019;22718,2185
14/08/2019;2;2019;22442,57175
15/08/2019;2;2019;21971,7165
16/08/2019;2;2019;22329,10275
17/08/2019;2;2019;20763,78075
18/08/2019;2;2019;20190,8085
19/08/2019;2;2019;23440,4085
20/08/2019;2;2019;24041,664
21/08/2019;2;2019;23481,9015
22/08/2019;2;2019;22967,472
23/08/2019;2;2019;22438,91325
24/08/2019;2;2019;20556,07875
25/08/2019;2;2019;19262,742
26/08/2019;2;2019;21301,06725
27/08/2019;2;2019;21971,51025
28/08/2019;2;2019;21865,3305
29/08/2019;2;2019;21690,72825
30/08/2019;2;2019;22627,82775
31/08/2019;2;2019;21702,3345
01/09/2019;2;2019;20437,42275
02/09/2019;2;2019;23814,83775
03/09/2019;2;2019;25133,5305
04/09/2019;2;2019;26063,61825
05/09/2019;2;2019;24587,62875
06/09/2019;2;2019;21974,16
07/09/2019;2;2019;20515,3845
08/09/2019;2;2019;19635,8715
09/09/2019;2;2019;22461,74325
10/09/2019;2;2019;23261,733
11/09/2019;2;2019;24469,788
12/09/2019;2;2019;25603,73625
13/09/2019;2;2019;25315,54275
14/09/2019;2;2019;23334,594
15/09/2019;2;2019;22376,20425
16/09/2019;2;2019;25273,9095
17/09/2019;2;2019;25041,438
18/09/2019;2;2019;25670,32725
19/09/2019;2;2019;26336,61075
20/09/2019;2;2019;26754,2475
21/09/2019;2;2019;24650,53125
22/09/2019;2;2019;22945,08975
23/09/2019;2;2019;23797,2285
24/09/2019;2;2019;23515,35375
25/09/2019;2;2019;23643,6855
26/09/2019;2;2019;23092,49025
27/09/2019;2;2019;22680,9195
28/09/2019;2;2019;21578,1945
29/09/2019;2;2019;19491,71475
30/09/2019;2;2019;21922,71375
01/10/2019;2;2019;22094,4345
02/10/2019;2;2019;22111,9065
03/10/2019;2;2019;22128,85275
04/10/2019;2;2019;22251,6645
05/10/2019;2;2019;21041,2065
06/10/2019;2;2019;19788,43875
07/10/2019;2;2019;22258,07775
08/10/2019;2;2019;23399,079
09/10/2019;2;2019;24634,72125
10/10/2019;2;2019;24852,23925
11/10/2019;2;2019;24040,0965
12/10/2019;2;2019;21323,61
13/10/2019;2;2019;20964,02475
14/10/2019;2;2019;24348,07425
15/10/2019;2;2019;24670,4655
16/10/2019;2;2019;24435,97275
17/10/2019;2;2019;25016,286
18/10/2019;2;2019;25087,806
19/10/2019;2;2019;22537,9725
20/10/2019;2;2019;20171,3085
21/10/2019;2;2019;22655,322
22/10/2019;2;2019;23168,8275
23/10/2019;2;2019;21787,38975
24/10/2019;2;2019;20776,46775
25/10/2019;2;2019;23460,795
26/10/2019;2;2019;23107,86525
27/10/2019;2;2019;20830,1145
28/10/2019;2;2019;24336,34425
29/10/2019;2;2019;26000,6385
30/10/2019;2;2019;25977,4545
31/10/2019;2;2019;25854,82275
01/11/2019;2;2019;25506,30056
02/11/2019;2;2019;21667,04936
03/11/2019;2;2019;21178,13411
04/11/2019;2;2019;25506,14834
05/11/2019;2;2019;26689,81832
06/11/2019;2;2019;27146,55617
07/11/2019;2;2019;27299,37376
08/11/2019;2;2019;26851,29641
09/11/2019;2;2019;24915,96159
10/11/2019;2;2019;22770,94457
11/11/2019;2;2019;27270,33843
12/11/2019;2;2019;24238,35971
13/11/2019;2;2019;21545,92466
14/11/2019;2;2019;22828,43952
15/11/2019;2;2019;21057,22604
16/11/2019;2;2019;19948,97652
17/11/2019;2;2019;18166,19864
18/11/2019;2;2019;21050,88815
19/11/2019;2;2019;21431,99191
20/11/2019;2;2019;20601,91241
21/11/2019;2;2019;21283,72127
22/11/2019;2;2019;21190,06905
23/11/2019;2;2019;21187,39622
24/11/2019;2;2019;18449,16011
25/11/2019;2;2019;20153,97391
26/11/2019;2;2019;21119,92075
27/11/2019;2;2019;22370,48276
28/11/2019;2;2019;23430,31661
29/11/2019;2;2019;22428,23483
30/11/2019;2;2019;21400,35993
01/12/2019;2;2019;19685,61994
02/12/2019;2;2019;21847,21882
03/12/2019;2;2019;21454,32716
04/12/2019;2;2019;22116,95379
05/12/2019;2;2019;23286,11239
06/12/2019;2;2019;23635,7982
07/12/2019;2;2019;20815,36313
08/12/2019;2;2019;18380,09548
09/12/2019;2;2019;21602,1215
10/12/2019;2;2019;22907,43507
11/12/2019;2;2019;23903,12176
12/12/2019;2;2019;23337,22271
13/12/2019;2;2019;23721,73621
14/12/2019;2;2019;22151,35669
15/12/2019;2;2019;20846,35775
16/12/2019;2;2019;23172,06092
17/12/2019;2;2019;24110,34755
18/12/2019;2;2019;24719,27048
19/12/2019;2;2019;24950,04539
20/12/2019;2;2019;25176,40271
21/12/2019;2;2019;23706,89087
22/12/2019;2;2019;22913,0672
23/12/2019;2;2019;25082,77668
24/12/2019;2;2019;23123,28044
25/12/2019;2;2019;19597,22532
26/12/2019;2;2019;22282,43718
27/12/2019;2;2019;23225,43343
28/12/2019;2;2019;22058,02911
29/12/2019;2;2019;20684,1991
30/12/2019;2;2019;22496,00107
31/12/2019;2;2019;21547,07759
01/01/2020;2;2020;19914,30653
02/01/2020;2;2020;22924,85107
03/01/2020;2;2020;22379,40288
04/01/2020;2;2020;21222,33111
05/01/2020;2;2020;21246,93966
06/01/2020;2;2020;24088,1225
07/01/2020;2;2020;24911,54124
08/01/2020;2;2020;25604,9878
09/01/2020;2;2020;24914,64527
10/01/2020;2;2020;25336,05409
11/01/2020;2;2020;23700,79202
12/01/2020;2;2020;22848,42557
13/01/2020;2;2020;27087,69752
14/01/2020;2;2020;25764,19814
15/01/2020;2;2020;24448,64094
16/01/2020;2;2020;25684,63307
17/01/2020;2;2020;26087,79107
18/01/2020;2;2020;22372,25365
19/01/2020;2;2020;20808,80258
20/01/2020;2;2020;23711,41435
21/01/2020;2;2020;22695,4552
22/01/2020;2;2020;22798,35194
23/01/2020;2;2020;22349,85643
24/01/2020;2;2020;22917,90389
25/01/2020;2;2020;20913,45623
26/01/2020;2;2020;19190,95757
27/01/2020;2;2020;22316,55581
28/01/2020;2;2020;22659,3476
29/01/2020;2;2020;23982,0499
30/01/2020;2;2020;24632,61964
31/01/2020;2;2020;25240,6571
01/02/2020;2;2020;23141,13541
02/02/2020;2;2020;23357,4896
03/02/2020;2;2020;26714,99958
04/02/2020;2;2020;26354,99099
05/02/2020;2;2020;26486,29617
06/02/2020;2;2020;25581,69136
07/02/2020;2;2020;24591,2102
08/02/2020;2;2020;23088,01195
09/02/2020;2;2020;21763,80506
10/02/2020;2;2020;26338,6332
11/02/2020;2;2020;25505,78933
12/02/2020;2;2020;24589,23563
13/02/2020;2;2020;23437,01181
14/02/2020;2;2020;24601,60137
15/02/2020;2;2020;24243,06018
16/02/2020;2;2020;23097,27539
17/02/2020;2;2020;26123,58755
18/02/2020;2;2020;27245,67515
19/02/2020;2;2020;27398,6246
20/02/2020;2;2020;26976,64726
21/02/2020;2;2020;27579,35655
22/02/2020;2;2020;24275,87365
23/02/2020;2;2020;20961,40012
24/02/2020;2;2020;21239,09712
25/02/2020;2;2020;22384,15103
26/02/2020;2;2020;26225,60315
27/02/2020;2;2020;26982,21702
28/02/2020;2;2020;24140,18072
29/02/2020;2;2020;23278,9961
01/03/2020;2;2020;22152,49607
02/03/2020;2;2020;22432,09689
03/03/2020;2;2020;23208,85505
04/03/2020;2;2020;24165,40213
05/03/2020;2;2020;24039,88613
06/03/2020;2;2020;22261,45753
07/03/2020;2;2020;19792,24668
08/03/2020;2;2020;18366,00645
09/03/2020;2;2020;22758,99002
10/03/2020;2;2020;23731,64297
11/03/2020;2;2020;24085,72518
12/03/2020;2;2020;24627,67682
13/03/2020;2;2020;24855,22202
14/03/2020;2;2020;23856,5552
15/03/2020;2;2020;22269,99809
16/03/2020;2;2020;25425,08006
17/03/2020;2;2020;25812,53013
18/03/2020;2;2020;26041,9289
19/03/2020;2;2020;25524,15077
20/03/2020;2;2020;26029,44599
21/03/2020;2;2020;23760,77546
22/03/2020;2;2020;21724,43108
23/03/2020;2;2020;22098,42094
24/03/2020;2;2020;22077,96691
25/03/2020;2;2020;22161,88619
26/03/2020;2;2020;22832,89104
27/03/2020;2;2020;23098,79613
28/03/2020;2;2020;22366,50395
29/03/2020;2;2020;22190,74999
30/03/2020;2;2020;24258,29951
31/03/2020;2;2020;24801,25889
01/04/2020;2;2020;24667,80746
02/04/2020;2;2020;24599,72327
03/04/2020;2;2020;24722,78402
04/04/2020;2;2020;21336,91361
05/04/2020;2;2020;19829,60048
06/04/2020;2;2020;22047,79719
07/04/2020;2;2020;23281,92852
08/04/2020;2;2020;22062,69269
09/04/2020;2;2020;19572,11397
10/04/2020;2;2020;18281,45631
11/04/2020;2;2020;19448,23375
12/04/2020;2;2020;18301,54181
13/04/2020;2;2020;21115,28848
14/04/2020;2;2020;21881,15733
15/04/2020;2;2020;22135,32278
16/04/2020;2;2020;22617,13402
17/04/2020;2;2020;22490,55284
18/04/2020;2;2020;20599,20661
19/04/2020;2;2020;19392,25864
20/04/2020;2;2020;20299,52784
21/04/2020;2;2020;20632,75662
22/04/2020;2;2020;22321,90181
23/04/2020;2;2020;22255,32218
24/04/2020;2;2020;22016,88335
25/04/2020;2;2020;20716,85381
26/04/2020;2;2020;19851,75731
27/04/2020;2;2020;21307,78694
28/04/2020;2;2020;21407,9636
29/04/2020;2;2020;21345,15557
30/04/2020;2;2020;22311,26561
01/05/2020;2;2020;20009,76053
02/05/2020;2;2020;19798,64193
03/05/2020;2;2020;18476,8059
04/05/2020;2;2020;20803,82225
05/05/2020;2;2020;21472,89303
06/05/2020;2;2020;22242,8953
07/05/2020;2;2020;20796,22037
08/05/2020;2;2020;19959,34511
09/05/2020;2;2020;19357,65848
10/05/2020;2;2020;18035,84589
11/05/2020;2;2020;20301,83093
12/05/2020;2;2020;21806,77637
13/05/2020;2;2020;22242,44747
14/05/2020;2;2020;22231,13564
15/05/2020;2;2020;21485,74898
16/05/2020;2;2020;19441,51187
17/05/2020;2;2020;17432,71675
18/05/2020;2;2020;19346,39282
19/05/2020;2;2020;20409,47972
20/05/2020;2;2020;20950,58591
21/05/2020;2;2020;21229,87662
22/05/2020;2;2020;20963,12493
23/05/2020;2;2020;20686,98146
24/05/2020;2;2020;19704,44196
25/05/2020;2;2020;21068,06037
26/05/2020;2;2020;20414,26397
27/05/2020;2;2020;20189,77301
28/05/2020;2;2020;19983,98574
29/05/2020;2;2020;20367,15614
30/05/2020;2;2020;19816,28865
31/05/2020;2;2020;18393,62877
01/06/2020;2;2020;20587,76064
02/06/2020;2;2020;21125,69537
03/06/2020;2;2020;20874,18801
04/06/2020;2;2020;21301,19694
05/06/2020;2;2020;21730,28821
06/06/2020;2;2020;20262,73806
07/06/2020;2;2020;18821,31324
08/06/2020;2;2020;21045,98443
09/06/2020;2;2020;22194,45666
10/06/2020;2;2020;22900,66592
11/06/2020;2;2020;22147,55892
12/06/2020;2;2020;23262,27795
13/06/2020;2;2020;22424,98817
14/06/2020;2;2020;20764,48355
15/06/2020;2;2020;22119,95603
16/06/2020;2;2020;21052,71398
17/06/2020;2;2020;19290,93758
18/06/2020;2;2020;19296,29237
19/06/2020;2;2020;19662,83819
20/06/2020;2;2020;19145,60662
21/06/2020;2;2020;18074,78663
22/06/2020;2;2020;19847,01845
23/06/2020;2;2020;20140,05752
24/06/2020;2;2020;21456,94848
25/06/2020;2;2020;22373,79358
26/06/2020;2;2020;22307,69984
27/06/2020;2;2020;21207,46262
28/06/2020;2;2020;19149,06404
29/06/2020;2;2020;20271,39063
30/06/2020;2;2020;20666,94345
01/07/2020;2;2020;20849,43892
02/07/2020;2;2020;20886,9881
03/07/2020;2;2020;21812,04572
04/07/2020;2;2020;20557,25702
05/07/2020;2;2020;19013,56221
06/07/2020;2;2020;21300,12086
07/07/2020;2;2020;21607,52489
08/07/2020;2;2020;22172,53623
09/07/2020;2;2020;22674,25715
10/07/2020;2;2020;22550,04571
11/07/2020;2;2020;21178,02596
12/07/2020;2;2020;19968,68061
13/07/2020;2;2020;22584,32357
14/07/2020;2;2020;23655,04214
15/07/2020;2;2020;22909,47713
16/07/2020;2;2020;21269,67468
17/07/2020;2;2020;21839,9084
18/07/2020;2;2020;21029,43736
19/07/2020;2;2020;19651,66382
20/07/2020;2;2020;21324,98491
21/07/2020;2;2020;21799,45088
22/07/2020;2;2020;22256,38267
23/07/2020;2;2020;22321,80923
24/07/2020;2;2020;22282,2723
25/07/2020;2;2020;21158,90631
26/07/2020;2;2020;19516,90232
27/07/2020;2;2020;21869,33992
28/07/2020;2;2020;22894,78439
29/07/2020;2;2020;22604,93511
30/07/2020;2;2020;23154,26765
31/07/2020;2;2020;21655,52123
01/08/2020;2;2020;19952,93846
02/08/2020;2;2020;17932,62791
03/08/2020;2;2020;19822,54376
04/08/2020;2;2020;20550,24159
05/08/2020;2;2020;20945,00891
06/08/2020;2;2020;20683,40293
07/08/2020;2;2020;21914,39707
08/08/2020;2;2020;19918,38519
09/08/2020;2;2020;18465,04127
10/08/2020;2;2020;21234,93767
11/08/2020;2;2020;22290,9812
12/08/2020;2;2020;22817,29378
13/08/2020;2;2020;22524,63298
14/08/2020;2;2020;22690,00481
15/08/2020;2;2020;21581,04436
16/08/2020;2;2020;20177,59586
17/08/2020;2;2020;22186,21275
18/08/2020;2;2020;22803,0224
19/08/2020;2;2020;23581,95981
20/08/2020;2;2020;23877,82892
21/08/2020;2;2020;22288,81476
22/08/2020;2;2020;20135,89178
23/08/2020;2;2020;18204,86006
24/08/2020;2;2020;20208,18593
25/08/2020;2;2020;21278,31275
26/08/2020;2;2020;21315,77528
27/08/2020;2;2020;21559,8339
28/08/2020;2;2020;22501,27709
29/08/2020;2;2020;21835,82306
30/08/2020;2;2020;20414,94552
31/08/2020;2;2020;23011,06575
01/09/2020;2;2020;24020,74084
02/09/2020;2;2020;24313,90692
03/09/2020;2;2020;23943,1863
04/09/2020;2;2020;24417,17096
05/09/2020;2;2020;22961,14433
06/09/2020;2;2020;21257,40743
07/09/2020;2;2020;22618,2524
08/09/2020;2;2020;24438,21637
09/09/2020;2;2020;25250,67348
10/09/2020;2;2020;25012,88496
11/09/2020;2;2020;25060,827
12/09/2020;2;2020;23789,23843
13/09/2020;2;2020;21955,46918
14/09/2020;2;2020;24214,48493
15/09/2020;2;2020;24751,41529
16/09/2020;2;2020;24198,89142
17/09/2020;2;2020;24983,61025
18/09/2020;2;2020;25364,05877
19/09/2020;2;2020;24639,18748
20/09/2020;2;2020;23450,56312
21/09/2020;2;2020;25163,4267
22/09/2020;2;2020;25178,57973
23/09/2020;2;2020;22118,45486
24/09/2020;2;2020;22249,92732
25/09/2020;2;2020;23484,21971
26/09/2020;2;2020;23292,80874
27/09/2020;2;2020;22303,17982
28/09/2020;2;2020;26483,55336
29/09/2020;2;2020;27538,78013
30/09/2020;2;2020;27311,12529
01/10/2020;2;2020;26548,87527
02/10/2020;2;2020;27102,36785
03/10/2020;2;2020;25954,44194
04/10/2020;2;2020;23402,05948
05/10/2020;2;2020;25478,71256
06/10/2020;2;2020;26209,01981
07/10/2020;2;2020;27269,39717
08/10/2020;2;2020;27072,087
09/10/2020;2;2020;26534,85627
10/10/2020;2;2020;23840,94154
11/10/2020;2;2020;20449,02584
12/10/2020;2;2020;20301,67561
13/10/2020;2;2020;22411,83806
14/10/2020;2;2020;23757,65048
15/10/2020;2;2020;23893,73701
16/10/2020;2;2020;23680,40285
17/10/2020;2;2020;21021,4379
18/10/2020;2;2020;19091,54201
19/10/2020;2;2020;22129,27011
20/10/2020;2;2020;22397,16485
21/10/2020;2;2020;21930,49809
22/10/2020;2;2020;22204,27787
23/10/2020;2;2020;21035,53031
24/10/2020;2;2020;20451,99571
25/10/2020;2;2020;18626,2775
26/10/2020;2;2020;20727,74015
27/10/2020;2;2020;21718,91753
28/10/2020;2;2020;23637,17799
29/10/2020;2;2020;24699,62364
30/10/2020;2;2020;24174,47535
31/10/2020;2;2020;20608,63253
01/11/2020;2;2020;24348,74422
02/11/2020;2;2020;20706,18233
03/11/2020;2;2020;22226,7892
04/11/2020;2;2020;22798,4404
05/11/2020;2;2020;23233,23174
06/11/2020;2;2020;22216,61362
07/11/2020;2;2020;21516,34083
08/11/2020;2;2020;21864,47612
09/11/2020;2;2020;19933,42907
10/11/2020;2;2020;21393,74248
11/11/2020;2;2020;22645,96034
12/11/2020;2;2020;24726,06617
13/11/2020;2;2020;24824,30225
14/11/2020;2;2020;25031,15309
15/11/2020;2;2020;23869,11717
16/11/2020;2;2020;21420,07581
17/11/2020;2;2020;23412,34339
18/11/2020;2;2020;24766,20752
19/11/2020;2;2020;25384,63232
20/11/2020;2;2020;25649,81522
21/11/2020;2;2020;24755,48519
22/11/2020;2;2020;24848,63979
23/11/2020;2;2020;20510,51106
24/11/2020;2;2020;21504,77057
25/11/2020;2;2020;22725,8942
26/11/2020;2;2020;22260,6159
27/11/2020;2;2020;21711,65949
28/11/2020;2;2020;21143,75869
29/11/2020;2;2020;18626,88414
30/11/2020;2;2020;17973,22568
01/12/2020;2;2020;24644,09405
02/12/2020;2;2020;24950,84459
03/12/2020;2;2020;26161,81199
04/12/2020;2;2020;26210,91323
05/12/2020;2;2020;24909,3915
06/12/2020;2;2020;21891,11174
07/12/2020;2;2020;25056,46626
08/12/2020;2;2020;25734,10772
09/12/2020;2;2020;26544,38391
10/12/2020;2;2020;23331,19888
11/12/2020;2;2020;23618,49476
12/12/2020;2;2020;23329,23761
13/12/2020;2;2020;21815,32991
14/12/2020;2;2020;25366,32605
15/12/2020;2;2020;26230,28692
16/12/2020;2;2020;26109,70658
17/12/2020;2;2020;26753,7824
18/12/2020;2;2020;26825,06051
19/12/2020;2;2020;25700,93969
20/12/2020;2;2020;24293,96847
21/12/2020;2;2020;26949,57555
22/12/2020;2;2020;26961,78911
23/12/2020;2;2020;26208,02981
24/12/2020;2;2020;23781,53395
25/12/2020;2;2020;20957,26371
26/12/2020;2;2020;22083,8892
27/12/2020;2;2020;22714,3202
28/12/2020;2;2020;25773,51854
29/12/2020;2;2020;26735,50389
30/12/2020;2;2020;26624,01371
31/12/2020;2;2020;25866,06946
01/01/2021;2;2021;22565,6957
02/01/2021;2;2021;24293,17892
03/01/2021;2;2021;22429,76318
04/01/2021;2;2021;24198,55547
05/01/2021;2;2021;24300,28208
06/01/2021;2;2021;25457,884
07/01/2021;2;2021;26509,45474
08/01/2021;2;2021;27719,19647
09/01/2021;2;2021;25983,3992
10/01/2021;2;2021;24411,81322
11/01/2021;2;2021;27350,42051
12/01/2021;2;2021;27451,94926
13/01/2021;2;2021;27547,35527
14/01/2021;2;2021;26590,45927
15/01/2021;2;2021;25190,35082
16/01/2021;2;2021;22918,29787
17/01/2021;2;2021;21669,14512
18/01/2021;2;2021;25766,01846
19/01/2021;2;2021;26891,64393
20/01/2021;2;2021;27397,86977
21/01/2021;2;2021;27906,7516
22/01/2021;2;2021;26872,15441
23/01/2021;2;2021;24293,66098
24/01/2021;2;2021;22939,58714
25/01/2021;2;2021;26150,58865
26/01/2021;2;2021;26667,15381
27/01/2021;2;2021;27550,56881
28/01/2021;2;2021;28081,99789
29/01/2021;2;2021;28798,21247
30/01/2021;2;2021;25995,11271
31/01/2021;2;2021;24536,36827
01/02/2021;2;2021;27626,34869
02/02/2021;2;2021;28606,75088
03/02/2021;2;2021;28645,08193
04/02/2021;2;2021;28756,66859
05/02/2021;2;2021;27690,69414
06/02/2021;2;2021;24083,67237
07/02/2021;2;2021;20609,84636
08/02/2021;2;2021;22157,9342
09/02/2021;2;2021;22988,37135
10/02/2021;2;2021;23419,11456
11/02/2021;2;2021;25245,30549
12/02/2021;2;2021;24918,3528
13/02/2021;2;2021;23054,39239
14/02/2021;2;2021;21332,46929
15/02/2021;2;2021;22508,65385
16/02/2021;2;2021;22649,16611
17/02/2021;2;2021;24121,90412
18/02/2021;2;2021;23832,73905
19/02/2021;2;2021;23853,4454
20/02/2021;2;2021;22290,89517
21/02/2021;2;2021;21361,49247
22/02/2021;2;2021;24345,49043
23/02/2021;2;2021;24342,58721
24/02/2021;2;2021;24995,58201
25/02/2021;2;2021;25117,93883
26/02/2021;2;2021;26108,81917
27/02/2021;2;2021;23211,16565
28/02/2021;2;2021;21273,87502
01/03/2021;2;2021;23353,47233
02/03/2021;2;2021;24287,44256
03/03/2021;2;2021;24635,34425
04/03/2021;2;2021;25447,87754
05/03/2021;2;2021;26170,1374
06/03/2021;2;2021;25585,16612
07/03/2021;2;2021;22336,53666
08/03/2021;2;2021;22993,80025
09/03/2021;2;2021;22792,50572
10/03/2021;2;2021;23571,45888
11/03/2021;2;2021;24603,06396
12/03/2021;2;2021;24711,48035
13/03/2021;2;2021;23014,48709
14/03/2021;2;2021;22192,29505
15/03/2021;2;2021;24751,3795
16/03/2021;2;2021;26378,34806
17/03/2021;2;2021;26186,81714
18/03/2021;2;2021;25829,1762
19/03/2021;2;2021;25923,79637
20/03/2021;2;2021;23976,15609
