Data;Temp Min;Temp Max;Precipitacao;Localidade;Tipo
2018-05-12 00:00:00;16,7;32;0;2;Realizado
2018-05-13 00:00:00;19,2;29,9;0;2;Realizado
2018-05-14 00:00:00;21;26,2;0;2;Realizado
2018-05-15 00:00:00;20,6;25,8;75,9;2;Realizado
2018-05-16 00:00:00;20,5;30,9;8,8;2;Realizado
2018-05-17 00:00:00;19,8;28,5;0;2;Realizado
2018-05-18 00:00:00;21,2;29,1;0;2;Realizado
2018-05-19 00:00:00;21,5;30,6;0;2;Realizado
2018-05-20 00:00:00;22,7;30;0;2;Realizado
2018-05-21 00:00:00;17,7;26,3;0;2;Realizado
2018-05-22 00:00:00;15,9;27,7;0;2;Realizado
2018-05-23 00:00:00;17,2;28,9;0;2;Realizado
2018-05-24 00:00:00;18,6;27,1;0;2;Realizado
2018-05-25 00:00:00;19,8;23;0;2;Realizado
2018-05-26 00:00:00;18,6;21,8;38,2;2;Realizado
2018-05-27 00:00:00;17,4;27;1,2;2;Realizado
2018-05-28 00:00:00;19,9;27;0;2;Realizado
2018-05-29 00:00:00;18,2;27,2;8,5;2;Realizado
2018-05-30 00:00:00;18;27,4;0;2;Realizado
2018-05-31 00:00:00;17,2;27,9;0;2;Realizado
2018-06-01 00:00:00;15,5;25;0;1;Realizado
2018-06-02 00:00:00;15,3;25,5;0;1;Realizado
2018-06-03 00:00:00;16;20,2;1;1;Realizado
2018-06-04 00:00:00;13,1;17,6;0;1;Realizado
2018-06-05 00:00:00;13,9;19,1;0;1;Realizado
2018-06-06 00:00:00;15,2;22,3;0;1;Realizado
2018-06-07 00:00:00;15,4;22,6;1,9;1;Realizado
2018-06-08 00:00:00;15;20,5;3,1;1;Realizado
2018-06-09 00:00:00;12,8;20,6;0;1;Realizado
2018-06-10 00:00:00;14,4;24,4;0;1;Realizado
2018-06-11 00:00:00;16,2;27,6;0;1;Realizado
2018-06-12 00:00:00;18,3;28,1;0;1;Realizado
2018-06-13 00:00:00;18;24,5;5,3;1;Realizado
2018-06-14 00:00:00;14,9;18,6;2,9;1;Realizado
2018-06-15 00:00:00;13;17,1;1;1;Realizado
2018-06-16 00:00:00;13,5;15,9;2,5;1;Realizado
2018-06-17 00:00:00;13;19,1;1,6;1;Realizado
2018-06-18 00:00:00;14;21,7;0;1;Realizado
2018-06-19 00:00:00;14,9;23,1;0;1;Realizado
2018-06-20 00:00:00;14,1;25,2;0;1;Realizado
2018-06-21 00:00:00;13,4;24,7;0;1;Realizado
2018-06-22 00:00:00;14;24,8;0;1;Realizado
2018-06-23 00:00:00;13,7;26;0;1;Realizado
2018-06-24 00:00:00;18,1;28,1;0;1;Realizado
2018-06-25 00:00:00;14,4;27;0;1;Realizado
2018-06-26 00:00:00;14,8;26,4;0;1;Realizado
2018-06-27 00:00:00;14,1;23,5;0;1;Realizado
2018-06-28 00:00:00;14,7;25,7;0;1;Realizado
2018-06-29 00:00:00;14,6;25,6;0;1;Realizado
2018-06-30 00:00:00;14,2;26,3;0;1;Realizado
2018-06-01 00:00:00;19,8;29,1;0;2;Realizado
2018-06-02 00:00:00;19,3;30,3;0;2;Realizado
2018-06-03 00:00:00;18,2;29,8;0;2;Realizado
2018-06-04 00:00:00;20,6;24,9;1,4;2;Realizado
2018-06-05 00:00:00;16,9;24,8;1,1;2;Realizado
2018-06-06 00:00:00;18,5;28;0;2;Realizado
2018-06-07 00:00:00;17,6;29,9;0;2;Realizado
2018-06-08 00:00:00;19,1;29,7;0;2;Realizado
2018-06-09 00:00:00;20,2;25,1;15,2;2;Realizado
2018-06-10 00:00:00;20,4;27,1;0;2;Realizado
2018-06-11 00:00:00;18,4;28,4;0;2;Realizado
2018-06-12 00:00:00;18,4;29,9;0;2;Realizado
2018-06-13 00:00:00;19,5;31,7;0;2;Realizado
2018-06-14 00:00:00;18,5;29,3;0;2;Realizado
2018-06-15 00:00:00;20,3;25,3;2,1;2;Realizado
2018-06-16 00:00:00;20,1;26,4;2,8;2;Realizado
2018-06-17 00:00:00;20,6;26,9;1;2;Realizado
2018-06-18 00:00:00;20;22,4;40,2;2;Realizado
2018-06-19 00:00:00;18,7;26;67,6;2;Realizado
2018-06-20 00:00:00;17,1;26,4;0;2;Realizado
2018-06-21 00:00:00;17,2;27,7;0;2;Realizado
2018-06-22 00:00:00;16,3;30,1;0;2;Realizado
2018-06-23 00:00:00;16,5;30;0;2;Realizado
2018-06-24 00:00:00;19,2;30;0;2;Realizado
2018-06-25 00:00:00;17,8;29,6;0;2;Realizado
2018-06-26 00:00:00;19,2;30;0;2;Realizado
2018-06-27 00:00:00;16,8;30,9;0;2;Realizado
2018-06-28 00:00:00;18,1;27,9;0;2;Realizado
2018-06-29 00:00:00;18,9;24,7;1,8;2;Realizado
2018-06-30 00:00:00;19,3;27;14,7;2;Realizado
2018-07-01 00:00:00;14;26,4;0;1;Realizado
2018-07-02 00:00:00;14,3;27;0;1;Realizado
2018-07-03 00:00:00;14,7;24,6;0;1;Realizado
2018-07-04 00:00:00;14,9;23;0;1;Realizado
2018-07-05 00:00:00;14,4;26,1;0;1;Realizado
2018-07-06 00:00:00;14,7;26,5;0;1;Realizado
2018-07-07 00:00:00;13,8;25,2;0;1;Realizado
2018-07-08 00:00:00;13,6;27,1;0;1;Realizado
2018-07-09 00:00:00;14,8;23,8;0;1;Realizado
2018-07-10 00:00:00;11,3;13,5;0;1;Realizado
2018-07-11 00:00:00;8,9;15,7;0;1;Realizado
2018-07-12 00:00:00;8,4;19,3;0;1;Realizado
2018-07-13 00:00:00;8,6;23,2;1,3;1;Realizado
2018-07-14 00:00:00;12,8;25,8;0;1;Realizado
2018-07-15 00:00:00;12,3;27,8;0;1;Realizado
2018-07-16 00:00:00;12,8;28,4;0;1;Realizado
2018-07-17 00:00:00;13,1;26,6;0;1;Realizado
2018-07-18 00:00:00;13,3;26,9;0;1;Realizado
2018-07-19 00:00:00;14,7;27,3;0;1;Realizado
2018-07-20 00:00:00;14,5;28,7;0;1;Realizado
2018-07-21 00:00:00;15,8;27,9;0;1;Realizado
2018-07-22 00:00:00;14,6;21,4;0;1;Realizado
2018-07-23 00:00:00;14,8;25;0;1;Realizado
2018-07-24 00:00:00;13,4;19,8;0;1;Realizado
2018-07-25 00:00:00;14,7;22,9;0;1;Realizado
2018-07-26 00:00:00;14,5;25,1;0;1;Realizado
2018-07-27 00:00:00;13,9;26,2;0;1;Realizado
2018-07-28 00:00:00;14,6;27,3;0;1;Realizado
2018-07-29 00:00:00;15,9;28,9;0;1;Realizado
2018-07-30 00:00:00;15,8;23,2;0;1;Realizado
2018-07-31 00:00:00;14;18,6;16,2;1;Realizado
2018-07-01 00:00:00;17,5;28,7;0;2;Realizado
2018-07-02 00:00:00;18,1;29,4;0;2;Realizado
2018-07-03 00:00:00;17,5;30,9;0;2;Realizado
2018-07-04 00:00:00;18,7;28,6;0;2;Realizado
2018-07-05 00:00:00;17,9;29,9;0;2;Realizado
2018-07-06 00:00:00;16,2;29,7;0;2;Realizado
2018-07-07 00:00:00;15,4;29,2;0;2;Realizado
2018-07-08 00:00:00;16,4;30,9;0;2;Realizado
2018-07-09 00:00:00;17,2;30,5;0;2;Realizado
2018-07-10 00:00:00;17,1;30;0;2;Realizado
2018-07-11 00:00:00;19;23,9;0;2;Realizado
2018-07-12 00:00:00;18,6;24,7;0;2;Realizado
2018-07-13 00:00:00;16;26,7;0;2;Realizado
2018-07-14 00:00:00;16,8;29,8;0;2;Realizado
2018-07-15 00:00:00;17;27,6;0;2;Realizado
2018-07-16 00:00:00;16,9;29,3;0;2;Realizado
2018-07-17 00:00:00;18,3;28,6;0;2;Realizado
2018-07-18 00:00:00;17,6;28,2;0;2;Realizado
2018-07-19 00:00:00;17,1;28,6;0;2;Realizado
2018-07-20 00:00:00;16;28,5;0;2;Realizado
2018-07-21 00:00:00;16,5;28,9;0;2;Realizado
2018-07-22 00:00:00;15,7;28;0;2;Realizado
2018-07-23 00:00:00;17,8;27,7;0;2;Realizado
2018-07-24 00:00:00;17;28,4;0;2;Realizado
2018-07-25 00:00:00;16,8;21,8;0;2;Realizado
2018-07-26 00:00:00;16,9;27,1;9,2;2;Realizado
2018-07-27 00:00:00;16,2;27,3;0;2;Realizado
2018-07-28 00:00:00;16,5;31,5;0;2;Realizado
2018-07-29 00:00:00;16,6;29,5;0;2;Realizado
2018-07-30 00:00:00;20;29,8;0;2;Realizado
2018-07-31 00:00:00;19;30,6;0;2;Realizado
2018-08-01 00:00:00;12;14,4;0;1;Realizado
2018-08-02 00:00:00;12,4;17,3;5,1;1;Realizado
2018-08-03 00:00:00;14,3;16,1;0;1;Realizado
2018-08-04 00:00:00;14;20,6;14,8;1;Realizado
2018-08-05 00:00:00;14,9;19,4;0;1;Realizado
2018-08-06 00:00:00;12,9;15,2;4,2;1;Realizado
2018-08-07 00:00:00;12,1;18;7,8;1;Realizado
2018-08-08 00:00:00;13,4;25,6;0;1;Realizado
2018-08-09 00:00:00;15,7;24,4;2,7;1;Realizado
2018-08-10 00:00:00;9,9;20,7;0;1;Realizado
2018-08-11 00:00:00;9,5;22,3;0;1;Realizado
2018-08-12 00:00:00;10;19,1;0;1;Realizado
2018-08-13 00:00:00;9,9;20,6;0;1;Realizado
2018-08-14 00:00:00;12,3;26,8;0;1;Realizado
2018-08-15 00:00:00;11,6;18,2;0;1;Realizado
2018-08-16 00:00:00;13,8;18,2;0;1;Realizado
2018-08-17 00:00:00;13,5;17,8;0;1;Realizado
2018-08-18 00:00:00;12,7;21,7;0;1;Realizado
2018-08-19 00:00:00;13,2;23,3;0;1;Realizado
2018-08-20 00:00:00;14,1;27,2;0;1;Realizado
2018-08-21 00:00:00;14,5;27,6;0;1;Realizado
2018-08-22 00:00:00;14,1;26,2;0;1;Realizado
2018-08-23 00:00:00;15,5;27,6;0;1;Realizado
2018-08-24 00:00:00;17;29,3;0;1;Realizado
2018-08-25 00:00:00;16;22,4;5,4;1;Realizado
2018-08-26 00:00:00;12,5;15,7;0;1;Realizado
2018-08-27 00:00:00;11,1;16,8;0;1;Realizado
2018-08-28 00:00:00;12,6;24,7;0;1;Realizado
2018-08-29 00:00:00;13,6;25,5;0;1;Realizado
2018-08-30 00:00:00;14,7;28,5;0;1;Realizado
2018-08-31 00:00:00;15,7;29,6;0;1;Realizado
2018-08-01 00:00:00;19,6;26,7;0;2;Realizado
2018-08-02 00:00:00;19,4;23,5;6;2;Realizado
2018-08-03 00:00:00;19,1;24,8;12;2;Realizado
2018-08-04 00:00:00;20,2;26,8;6,4;2;Realizado
2018-08-05 00:00:00;17,8;26,4;2,4;2;Realizado
2018-08-06 00:00:00;18,7;26,9;0;2;Realizado
2018-08-07 00:00:00;20,3;25,3;0;2;Realizado
2018-08-08 00:00:00;19,8;24,6;0;2;Realizado
2018-08-09 00:00:00;19;30,6;11,2;2;Realizado
2018-08-10 00:00:00;21,3;32,3;0;2;Realizado
2018-08-11 00:00:00;20,7;25;0;2;Realizado
2018-08-12 00:00:00;19,1;25;1,2;2;Realizado
2018-08-13 00:00:00;18,5;27,1;0;2;Realizado
2018-08-14 00:00:00;18,3;27;0;2;Realizado
2018-08-15 00:00:00;16,6;28,1;0;2;Realizado
2018-08-16 00:00:00;19;25,8;0;2;Realizado
2018-08-17 00:00:00;19,2;25;0;2;Realizado
2018-08-18 00:00:00;16,7;25,4;0;2;Realizado
2018-08-19 00:00:00;15,2;26,4;1,2;2;Realizado
2018-08-20 00:00:00;15,8;22,7;0;2;Realizado
2018-08-21 00:00:00;17;27,5;0;2;Realizado
2018-08-22 00:00:00;18,2;27,7;0;2;Realizado
2018-08-23 00:00:00;17,7;29,3;0;2;Realizado
2018-08-24 00:00:00;19,3;29,2;0;2;Realizado
2018-08-25 00:00:00;20,7;31,6;0;2;Realizado
2018-08-26 00:00:00;19,8;30,7;0;2;Realizado
2018-08-27 00:00:00;19,9;23,2;0;2;Realizado
2018-08-28 00:00:00;18,9;22,2;40,1;2;Realizado
2018-08-29 00:00:00;16,4;26,4;0;2;Realizado
2018-08-30 00:00:00;18,7;27,7;8;2;Realizado
2018-08-31 00:00:00;16,7;29,9;0;2;Realizado
2018-09-01 00:00:00;16,3;31,1;0;1;Realizado
2018-09-02 00:00:00;16;30,7;0;1;Realizado
2018-09-03 00:00:00;16,6;25,9;0;1;Realizado
2018-09-04 00:00:00;11,9;17,2;0;1;Realizado
2018-09-05 00:00:00;10,6;16,4;13,7;1;Realizado
2018-09-06 00:00:00;9,3;21,6;0;1;Realizado
2018-09-07 00:00:00;12,1;26,5;0;1;Realizado
2018-09-08 00:00:00;12,2;26,1;0;1;Realizado
2018-09-09 00:00:00;12,7;24,3;0;1;Realizado
2018-09-10 00:00:00;13,3;24,4;0;1;Realizado
2018-09-11 00:00:00;13,9;23;0;1;Realizado
2018-09-12 00:00:00;14,8;23;0;1;Realizado
2018-09-13 00:00:00;14,9;25,8;0;1;Realizado
2018-09-14 00:00:00;15,8;18,6;5,3;1;Realizado
2018-09-15 00:00:00;16,5;23;12,6;1;Realizado
2018-09-16 00:00:00;14,4;22,7;1,9;1;Realizado
2018-09-17 00:00:00;14,4;19,3;5,3;1;Realizado
2018-09-18 00:00:00;18,1;24,1;4,5;1;Realizado
2018-09-19 00:00:00;18,4;29;2;1;Realizado
2018-09-20 00:00:00;17,6;22,9;0;1;Realizado
2018-09-21 00:00:00;17,2;26,6;5,9;1;Realizado
2018-09-22 00:00:00;15,6;28,2;0;1;Realizado
2018-09-23 00:00:00;16;31,6;0;1;Realizado
2018-09-24 00:00:00;16,1;32,7;0;1;Realizado
2018-09-25 00:00:00;16,9;26;0;1;Realizado
2018-09-26 00:00:00;18;31,6;0;1;Realizado
2018-09-27 00:00:00;19,3;28,6;1;1;Realizado
2018-09-28 00:00:00;18,4;21,9;6,6;1;Realizado
2018-09-29 00:00:00;18,5;27,5;0;1;Realizado
2018-09-30 00:00:00;19,2;28,8;0;1;Realizado
2018-09-01 00:00:00;17,4;29,2;0;2;Realizado
2018-09-02 00:00:00;21,4;29;0;2;Realizado
2018-09-03 00:00:00;19,6;30,7;0;2;Realizado
2018-09-04 00:00:00;22,4;30,9;0;2;Realizado
2018-09-05 00:00:00;18,8;24,9;14,2;2;Realizado
2018-09-06 00:00:00;19,4;25,9;1,6;2;Realizado
2018-09-07 00:00:00;17,4;26,2;0;2;Realizado
2018-09-08 00:00:00;16,7;27,4;0;2;Realizado
2018-09-09 00:00:00;17,8;27,5;0;2;Realizado
2018-09-10 00:00:00;18,2;28,4;0;2;Realizado
2018-09-11 00:00:00;18,3;27,3;0;2;Realizado
2018-09-12 00:00:00;18,7;23,3;16,1;2;Realizado
2018-09-13 00:00:00;18,8;23,6;0;2;Realizado
2018-09-14 00:00:00;16,7;26;0;2;Realizado
2018-09-15 00:00:00;19,8;28,6;0;2;Realizado
2018-09-16 00:00:00;20,5;28,3;0;2;Realizado
2018-09-17 00:00:00;18,9;25,4;0;2;Realizado
2018-09-18 00:00:00;20,5;26,4;3,8;2;Realizado
2018-09-19 00:00:00;22,1;32,9;3,4;2;Realizado
2018-09-20 00:00:00;22,2;31,8;0;2;Realizado
2018-09-21 00:00:00;23,3;30,9;0;2;Realizado
2018-09-22 00:00:00;21;27,5;0;2;Realizado
2018-09-23 00:00:00;19,2;28,3;0;2;Realizado
2018-09-24 00:00:00;20,2;32,8;0;2;Realizado
2018-09-25 00:00:00;21;31,5;0;2;Realizado
2018-09-26 00:00:00;22,2;28,8;0;2;Realizado
2018-09-27 00:00:00;22,7;32,9;0;2;Realizado
2018-09-28 00:00:00;20,1;33,3;0;2;Realizado
2018-09-29 00:00:00;22,8;28,8;0;2;Realizado
2018-09-30 00:00:00;22,7;27,3;0;2;Realizado
2018-10-01 00:00:00;18,8;25,4;33,9;1;Realizado
2018-10-02 00:00:00;17,6;31,2;5,2;1;Realizado
2018-10-03 00:00:00;19,5;31,9;0;1;Realizado
2018-10-04 00:00:00;19,2;23,4;3,1;1;Realizado
2018-10-05 00:00:00;16,1;18,4;1,2;1;Realizado
2018-10-06 00:00:00;13,9;18,2;0;1;Realizado
2018-10-07 00:00:00;15,3;19,9;1,6;1;Realizado
2018-10-08 00:00:00;17,3;21,6;2,8;1;Realizado
2018-10-09 00:00:00;18,6;27,9;14,9;1;Realizado
2018-10-10 00:00:00;19,8;27,6;3,3;1;Realizado
2018-10-11 00:00:00;19,1;20,6;2,1;1;Realizado
2018-10-12 00:00:00;17,9;26,7;2,1;1;Realizado
2018-10-13 00:00:00;19;30,7;0;1;Realizado
2018-10-14 00:00:00;17,5;20,9;11,4;1;Realizado
2018-10-15 00:00:00;16,5;24,3;10,3;1;Realizado
2018-10-16 00:00:00;16,9;25,2;1;1;Realizado
2018-10-17 00:00:00;19,2;28,6;1,2;1;Realizado
2018-10-18 00:00:00;19,1;29,7;11,7;1;Realizado
2018-10-19 00:00:00;19,1;22,1;3,8;1;Realizado
2018-10-20 00:00:00;14,8;21,3;2,2;1;Realizado
2018-10-21 00:00:00;13,1;22,1;0;1;Realizado
2018-10-22 00:00:00;14,9;27,6;0;1;Realizado
2018-10-23 00:00:00;15,9;29,8;0;1;Realizado
2018-10-24 00:00:00;17,5;18,9;2,8;1;Realizado
2018-10-25 00:00:00;17,1;21;15,9;1;Realizado
2018-10-26 00:00:00;18,6;24,8;7,3;1;Realizado
2018-10-27 00:00:00;20;25,9;2,8;1;Realizado
2018-10-28 00:00:00;14,8;20;7;1;Realizado
2018-10-29 00:00:00;13,5;20,9;0;1;Realizado
2018-10-30 00:00:00;15,3;27,5;0;1;Realizado
2018-10-31 00:00:00;16,4;31,1;0;1;Realizado
2018-10-01 00:00:00;20,6;30,8;0;2;Realizado
2018-10-02 00:00:00;22,8;31,5;0;2;Realizado
2018-10-03 00:00:00;23,1;31,7;0;2;Realizado
2018-10-04 00:00:00;22,5;33,3;0;2;Realizado
2018-10-05 00:00:00;23,7;29,4;0;2;Realizado
2018-10-06 00:00:00;20;25,7;8,3;2;Realizado
2018-10-07 00:00:00;19,6;24,6;8,6;2;Realizado
2018-10-08 00:00:00;21;29;11,2;2;Realizado
2018-10-09 00:00:00;21,5;32,6;0;2;Realizado
2018-10-10 00:00:00;23,7;32,7;0;2;Realizado
2018-10-11 00:00:00;24,2;32,1;0;2;Realizado
2018-10-12 00:00:00;23;30,1;0;2;Realizado
2018-10-13 00:00:00;22,1;32,4;0;2;Realizado
2018-10-14 00:00:00;21,1;29,4;0;2;Realizado
2018-10-15 00:00:00;20;28,7;0;2;Realizado
2018-10-16 00:00:00;22,2;25,9;0;2;Realizado
2018-10-17 00:00:00;21,7;24,9;15,7;2;Realizado
2018-10-18 00:00:00;22,6;28,6;6,8;2;Realizado
2018-10-19 00:00:00;21,9;30,7;1,2;2;Realizado
2018-10-20 00:00:00;20,8;26,6;0;2;Realizado
2018-10-21 00:00:00;19,5;25,6;0;2;Realizado
2018-10-22 00:00:00;17,1;26;0;2;Realizado
2018-10-23 00:00:00;17,1;30,2;0;2;Realizado
2018-10-24 00:00:00;20,5;30,7;0;2;Realizado
2018-10-25 00:00:00;22,2;25,3;2,1;2;Realizado
2018-10-26 00:00:00;20,5;28,6;20,5;2;Realizado
2018-10-27 00:00:00;22,4;31,9;80;2;Realizado
2018-10-28 00:00:00;22,3;26,4;17,3;2;Realizado
2018-10-29 00:00:00;20;25,3;0;2;Realizado
2018-10-30 00:00:00;19,3;27,3;0;2;Realizado
2018-10-31 00:00:00;21,1;27,9;7,6;2;Realizado
2018-11-01 00:00:00;17,9;28,4;8;1;Realizado
2018-11-02 00:00:00;17,9;26,5;0;1;Realizado
2018-11-03 00:00:00;18,9;31,4;0;1;Realizado
2018-11-04 00:00:00;17,3;22,2;4,8;1;Realizado
2018-11-05 00:00:00;15,4;20,5;0;1;Realizado
2018-11-06 00:00:00;16;22,6;0;1;Realizado
2018-11-07 00:00:00;17,5;22,7;0;1;Realizado
2018-11-08 00:00:00;15,9;20;10,5;1;Realizado
2018-11-09 00:00:00;16,2;22,9;2,3;1;Realizado
2018-11-10 00:00:00;17,4;25,1;0;1;Realizado
2018-11-11 00:00:00;18,6;27,6;2,3;1;Realizado
2018-11-12 00:00:00;18,1;29,7;3,1;1;Realizado
2018-11-13 00:00:00;18,8;31,8;0;1;Realizado
2018-11-14 00:00:00;21,5;32,4;0;1;Realizado
2018-11-15 00:00:00;22;28,5;0;1;Realizado
2018-11-16 00:00:00;18,5;24,4;4,4;1;Realizado
2018-11-17 00:00:00;16,1;28,3;0;1;Realizado
2018-11-18 00:00:00;18,6;28,2;0;1;Realizado
2018-11-19 00:00:00;17,3;21;33,6;1;Realizado
2018-11-20 00:00:00;14,5;19,1;9,3;1;Realizado
2018-11-21 00:00:00;15,1;19,6;0;1;Realizado
2018-11-22 00:00:00;17;28,6;0;1;Realizado
2018-11-23 00:00:00;18,3;29,5;6,5;1;Realizado
2018-11-24 00:00:00;18,6;25,1;11,7;1;Realizado
2018-11-25 00:00:00;18,8;23,3;9,7;1;Realizado
2018-11-26 00:00:00;17;21;0;1;Realizado
2018-11-27 00:00:00;15,3;23,9;0;1;Realizado
2018-11-28 00:00:00;17,1;27,3;0;1;Realizado
2018-11-29 00:00:00;18,7;29,6;1,8;1;Realizado
2018-11-30 00:00:00;19,6;31,2;3,8;1;Realizado
2018-11-01 00:00:00;21,6;34,2;0;2;Realizado
2018-11-02 00:00:00;23,3;30;0;2;Realizado
2018-11-03 00:00:00;19,9;32,6;0;2;Realizado
2018-11-04 00:00:00;21,8;33,3;0;2;Realizado
2018-11-05 00:00:00;21,8;25,1;1,1;2;Realizado
2018-11-06 00:00:00;21,3;26,3;49,1;2;Realizado
2018-11-07 00:00:00;21,2;29,2;27,2;2;Realizado
2018-11-08 00:00:00;21,1;25;4,3;2;Realizado
2018-11-09 00:00:00;19,5;23,4;121;2;Realizado
2018-11-10 00:00:00;18,9;22,8;20;2;Realizado
2018-11-11 00:00:00;18,8;29;4,2;2;Realizado
2018-11-12 00:00:00;21,3;29;0;2;Realizado
2018-11-13 00:00:00;22,4;28,9;12,6;2;Realizado
2018-11-14 00:00:00;22,7;31,7;8;2;Realizado
2018-11-15 00:00:00;22,9;33,9;0;2;Realizado
2018-11-16 00:00:00;21,8;33,1;0;2;Realizado
2018-11-17 00:00:00;22,8;29,2;0;2;Realizado
2018-11-18 00:00:00;22,3;29,8;0;2;Realizado
2018-11-19 00:00:00;23,2;32,3;6;2;Realizado
2018-11-20 00:00:00;21,5;26,7;1;2;Realizado
2018-11-21 00:00:00;20,8;27,7;3,2;2;Realizado
2018-11-22 00:00:00;21,9;26,5;0;2;Realizado
2018-11-23 00:00:00;21,5;30,7;6,6;2;Realizado
2018-11-24 00:00:00;20,8;30,8;0;2;Realizado
2018-11-25 00:00:00;24,1;27,4;0;2;Realizado
2018-11-26 00:00:00;22;30,7;0;2;Realizado
2018-11-27 00:00:00;21,4;30,3;0;2;Realizado
2018-11-28 00:00:00;20;30,3;0;2;Realizado
2018-11-29 00:00:00;20,2;30,8;0;2;Realizado
2018-11-30 00:00:00;21,7;34,3;0;2;Realizado
2018-12-01 00:00:00;18,7;26,2;66,2;1;Realizado
2018-12-02 00:00:00;18,5;26;14,6;1;Realizado
2018-12-03 00:00:00;16,6;21,5;1,3;1;Realizado
2018-12-04 00:00:00;15,9;29,1;0;1;Realizado
2018-12-05 00:00:00;19,3;29,7;0;1;Realizado
2018-12-06 00:00:00;16,9;28,1;1,8;1;Realizado
2018-12-07 00:00:00;17,4;23,5;0;1;Realizado
2018-12-08 00:00:00;13,7;19,1;3,9;1;Realizado
2018-12-09 00:00:00;12,8;25,7;0;1;Realizado
2018-12-10 00:00:00;15,6;29,8;0;1;Realizado
2018-12-11 00:00:00;18,9;31,1;0;1;Realizado
2018-12-12 00:00:00;19,8;32,9;0;1;Realizado
2018-12-13 00:00:00;20,9;32;6;1;Realizado
2018-12-14 00:00:00;19,3;33,1;11,9;1;Realizado
2018-12-15 00:00:00;21,6;33,1;0;1;Realizado
2018-12-16 00:00:00;21,4;31,8;2,6;1;Realizado
2018-12-17 00:00:00;21,3;33,7;4,7;1;Realizado
2018-12-18 00:00:00;20,8;33,5;8,2;1;Realizado
2018-12-19 00:00:00;20,6;30,5;5,1;1;Realizado
2018-12-20 00:00:00;21,7;32,8;3,2;1;Realizado
2018-12-21 00:00:00;21,4;31,4;0;1;Realizado
2018-12-22 00:00:00;21,6;32,5;0;1;Realizado
2018-12-23 00:00:00;20,4;28,8;3,2;1;Realizado
2018-12-24 00:00:00;20,7;26,9;11,6;1;Realizado
2018-12-25 00:00:00;19,1;23,7;8,1;1;Realizado
2018-12-26 00:00:00;17,6;26,5;1,3;1;Realizado
2018-12-27 00:00:00;18,5;27,2;0;1;Realizado
2018-12-28 00:00:00;18,5;28,4;0;1;Realizado
2018-12-29 00:00:00;18,1;30;4,1;1;Realizado
2018-12-30 00:00:00;18,6;31,6;0;1;Realizado
2018-12-31 00:00:00;18,4;30,9;0;1;Realizado
2018-12-01 00:00:00;24,2;32,2;0;2;Realizado
2018-12-02 00:00:00;23,7;32,8;0;2;Realizado
2018-12-03 00:00:00;22,1;26,3;32,5;2;Realizado
2018-12-04 00:00:00;21;29,3;1,2;2;Realizado
2018-12-05 00:00:00;21,6;32,2;0;2;Realizado
2018-12-06 00:00:00;23;30,8;0;2;Realizado
2018-12-07 00:00:00;22,5;30,4;0;2;Realizado
2018-12-08 00:00:00;20,5;24,6;33,3;2;Realizado
2018-12-09 00:00:00;18,8;27,2;7,4;2;Realizado
2018-12-10 00:00:00;20,4;28,5;0;2;Realizado
2018-12-11 00:00:00;20,8;29,9;0;2;Realizado
2018-12-12 00:00:00;21,9;32,1;0;2;Realizado
2018-12-13 00:00:00;22,3;34,7;0;2;Realizado
2018-12-14 00:00:00;21,8;34,5;0;2;Realizado
2018-12-15 00:00:00;23,2;33,3;0;2;Realizado
2018-12-16 00:00:00;21,7;32,5;0;2;Realizado
2018-12-17 00:00:00;22,1;32,9;0;2;Realizado
2018-12-18 00:00:00;23,3;34;0;2;Realizado
2018-12-19 00:00:00;21,8;34,3;0;2;Realizado
2018-12-20 00:00:00;23,4;33,5;0;2;Realizado
2018-12-21 00:00:00;24,2;33,8;0;2;Realizado
2018-12-22 00:00:00;24,7;34,3;0;2;Realizado
2018-12-23 00:00:00;24,8;34;0;2;Realizado
2018-12-24 00:00:00;24,6;33,3;0;2;Realizado
2018-12-25 00:00:00;22,8;30,6;1;2;Realizado
2018-12-26 00:00:00;22,5;29,8;9,2;2;Realizado
2018-12-27 00:00:00;21,7;27,5;4;2;Realizado
2018-12-28 00:00:00;21,1;27;28,9;2;Realizado
2018-12-29 00:00:00;22,5;31,7;27,5;2;Realizado
2018-12-30 00:00:00;21,9;32,7;21,6;2;Realizado
2018-12-31 00:00:00;22,7;30,9;0;2;Realizado
2019-01-01 00:00:00;19,6;30,8;0;1;Realizado
2019-01-02 00:00:00;20,9;31,6;5,8;1;Realizado
2019-01-03 00:00:00;23,1;32,8;3,2;1;Realizado
2019-01-04 00:00:00;21,6;29,1;17,4;1;Realizado
2019-01-05 00:00:00;20,4;24,3;39,3;1;Realizado
2019-01-06 00:00:00;19,7;29;15,5;1;Realizado
2019-01-07 00:00:00;20;32,2;8;1;Realizado
2019-01-08 00:00:00;22,4;32,8;0;1;Realizado
2019-01-09 00:00:00;21,3;33,1;2,5;1;Realizado
2019-01-10 00:00:00;21,9;31,3;0;1;Realizado
2019-01-11 00:00:00;20,4;31,3;9,2;1;Realizado
2019-01-12 00:00:00;20,6;29,8;15;1;Realizado
2019-01-13 00:00:00;20,2;31,5;2,9;1;Realizado
2019-01-14 00:00:00;20,6;31,9;2,1;1;Realizado
2019-01-15 00:00:00;21,8;32,5;2,8;1;Realizado
